DrugBank ID,Common name,Synonyms,cmpdname,canonicalsmiles,cid
DB11267,Triethoxycaprylylsilane,Caprylyltriethoxysilane | n-Octyltriethoxysilane | Octyl(triethoxy)silane | Octyltriethoxysilane | Triethoxyoctylsilane,Triethoxycaprylylsilane,,
DB11268,Protocatechualdehyde,"3,4-dihydroxybenzaldehyde | Protocatechuic aldehyde | Rancinamycin IV",Protocatechualdehyde,,
DB11269,Diethylamino hydroxybenzoyl hexyl benzoate,Hexyl 2-(4-(diethylamino)-2-hydroxybenzoyl)benzoate,Diethylamino hydroxybenzoyl hexyl benzoate,,
DB11270,Atractylodes japonica root oil,,Atractylodes japonica root oil,,
DB11271,Polysilicone-15,Diethylbenzylidene malonate dimethicone | Diethylmalonylbenzylidene oxypropene dimethicone | Dimethicodiethylbenzalmalonate,Polysilicone-15,,
DB11272,Methyl undecenoyl leucinate,,Methyl undecenoyl leucinate,,
DB11273,Dihydroergocornine,"9,10-dihydroergocornine | Dihydroergocornine",Dihydroergocornine,,
DB11274,Dihydro-alpha-ergocryptine,"9,10-dihydro-α-ergocryptine | alpha-Dihydroergocriptine | dihydro-α-ergocryptine | α-dihydroergocryptine",Dihydro-alpha-ergocryptine,,
DB11275,Epicriptine,dihydro-beta-ergocryptine | Epicriptina | Epicriptine | Epicriptinum | Epicryptine,Epicriptine,,
DB11276,Pine needle oil (pinus mugo),"Dwarf pine needle oil | Dwarf pine oil | Mugo pine leaf oil | Oil of dwarf pine needles | Oil, dwarf pine | Pine needle oil (pinus mugo) | Pine needle oil dwarf | Pine needle oil, dwarf | Pine needle volatile oil (pinus mugo) | Pine twig oil dwarf | Pinus digenea leaf oil | Pinus fischeri leaf oil | Pinus magellensis leaf oil | Pinus montana leaf oil | Pinus mugho leaf oil | Pinus mughus leaf oil | Pinus mugo leaf oil | Pinus mugo needle oil | Pinus mugo oil | Pinus mugo subsp. mugo leaf oil | Pinus obliqua var. centrapedunculata leaf oil | Pinus pumilio branch/leaf oil | Pinus pumilio leaf oil | Pinus squamosa leaf oil | Pinus sylvestris var. montana leaf oil | Pinus sylvestris var. pumilio leaf oil | Pinus uncinata var. pumilio leaf oil | Pinus wettsteinii leaf oil | Pumillio oil",Pine needle oil (pinus mugo),,
DB11277,Aluminum zirconium pentachlorohydrex gly,Aluminum zirconium pentachlorohydrex gly,Aluminum zirconium pentachlorohydrex gly,,
DB11278,DL-Methylephedrine,"(+/-)-Methylephedrine | (+/-)-N-methylephedrine | Methylephedrine, (+/-)- | Methylephedrine, DL- | N-methylephedrine DL-form",DL-Methylephedrine,,
DB11279,Brilliant green cation,"Brilliant green ion | Brilliant green, free form | Brilliant green(1+)",Brilliant green cation,,
DB11281,Bismuth subcarbonate,"2,4-Dioxa-1,5-dibismapentane, 1,3,5-trioxo- | Bismuth carbonate | Bismuth oxycarbonate | Bismuth subcarbonate | Bismuthyl carbonate",Bismuth subcarbonate,,
DB11282,Diethyltoluamide,"3-methyl-N,N-diethylbenzamide | DEET | diethyl toluamide | Diethyltoluamide | diéthyltoluamide | diethyltoluamidum | dietiltoluamida | N,N-diethyl-m-toluamide",Diethyltoluamide,,
DB11283,DL-dimyristoylphosphatidylcholine,"dimyristoyl phosphatidylcholine | dimyristoyl-phosphatidylcholine | Dimyristoylphosphatidylcholine | Dimyristoylphosphatidylcholine, DL- | DMPC | l-α-dimyristoylphosphatidylcholine",DL-dimyristoylphosphatidylcholine,,
DB11284,DL-dimyristoylphosphatidylglycerol,Dimyristoylphosphatidylglycerol | DMPG,DL-dimyristoylphosphatidylglycerol,,
DB11285,Ethyl ferulate,Ethyl 4'-hydroxy-3'-methoxycinnamate,Ethyl ferulate,,
DB11286,Colloidal oatmeal,"Avena Sativa (oat) kernel flour | Avena Sativa (oat) kernel meal | Avena Sativa (oat) meal extract | Avena Sativa Grain Hulled | Avena Sativa Groats | Colloidal oatmeal | Oat flour | Oat Grain Hulled | Oat Kernel Flour | Oat Kernel Meal | Oat meal extract | Oatmeal | Oatmeal Powder | Oatmeal, colloidal | Oatmeal,colloidal",Colloidal oatmeal,,
DB11288,Borneol,"Borneo camphor | Bornyl alcohol | endo-1,7,7-trimethylbicyclo[2.2.1]heptan-2-ol | endo-2-bornanol | endo-2-camphanol | endo-2-hydroxycamphane | Sumatra camphor",Borneol,,
DB11289,Methicone (20 CST),Methicone,Methicone (20 CST),,
DB11290,Aluminium tristearate,Aluminium stearate | Aluminum stearate | Aluminum(III) stearate,Aluminium tristearate,,
DB11291,2-ethylhexyl benzoate,2-Ethyl-1-hexanol benzoate | Ethylhexyl benzoate,2-ethylhexyl benzoate,,
DB11293,Rice bran oil,,Rice bran oil,,
DB11294,Coccidioides immitis spherule,,Coccidioides immitis spherule,,
DB11295,Trichophyton verrucosum,,Trichophyton verrucosum,,
DB11296,Prezatide,GHK | Gly-His-Lys | Glycyl-L-histidyl-L-lysine | Glycylhistidyllysine | Growth-modulating peptide (human) | Liver cell growth factor | Tripeptide-1,Prezatide,,
DB11297,Palmitoyl oligopeptide,Palmitoyl oligopeptide | Palmitoyl tripeptide-1,Palmitoyl oligopeptide,,
DB11298,Thioredoxin,,Thioredoxin,,
DB11299,Vanillyl butyl ether,4-(Butoxymethyl)-2-methoxyphenol | Butyl vanillyl ether,Vanillyl butyl ether,,
DB11300,Thrombin,"coagulation factor II | Thrombin | Thrombin bovine | Thrombin, Topical (Bovine)",Thrombin,,
DB11301,Curcuma aromatica root oil,,Curcuma aromatica root oil,,
DB11302,Hydrogenated soybean oil,"Oils, soybean, hydrogenated | Soya bean oil fatty acids, hydrogenated | Soybean oil, hydrogenated",Hydrogenated soybean oil,,
DB11304,Phenoxyethanol,1-Hydroxy-2-phenoxyethane | 2-Hydroxyethyl phenyl ether | 2-phenoxyethanol | 2-Phenoxyethyl alcohol | beta-Hydroxyethyl phenyl ether | Ethylene glycol monophenyl ether | Phenoxytol | Phenyl cellosolve | Phenylmonoglycol ether,Phenoxyethanol,,
DB11305,Quaternium-18,Quaternium-18,Quaternium-18,,
DB11306,Bentonite,,Bentonite,,
DB11309,Sulfuric acid,Acide sulfurique | Acido sulfurico | Acidum sulfuricum | Brimstone acid | Dihydrogen sulfate | Dihydrogen sulphate | Schwefelsaeureloesungen | Sulphuric acid | Tetraoxosulfuric acid,Sulfuric acid,,
DB11311,Prothrombin,Coagulation factor II (human) | Coagulation factor II human | Factor II | Factor II (prothrombin) | Human coagulation factor II,Prothrombin,,
DB11312,Protein C,autoprothrombin IIA | blood coagulation factor XIV | Human protein C | Protein C (coagulation inhibitor) | Protein C concentrate | Protein C concentrate (human) | Protein C concentrate human | Protein C human,Protein C,,
DB11313,Phenyl trimethicone,Methyl phenyl polysiloxane | Polyphenylmethyl siloxane,Phenyl trimethicone,,
DB11315,Methscopolamine,Methylscopolamine,Methscopolamine,,
DB11318,"1,2-Docosahexanoyl-sn-glycero-3-phosphoserine",,"1,2-Docosahexanoyl-sn-glycero-3-phosphoserine",,
DB11321,Cod liver oil,"Cod liver oil | Cod-liver oil | Gadus morhua liver oil | Oils, cod liver | Oleum morrhuae",Cod liver oil,,
DB11323,Glycol salicylate,2-hydroxybenzoic acid 2-hydroxyethyl ester | 2-hydroxyethyl 2-oxidanylbenzoate | 2-hydroxyethyl salicylate | Ethylene glycol monosalicylate | Ethylene glycol salicylate | Glycol salicylate,Glycol salicylate,,
DB11324,Nonivamide,Hydroxymethoxybenzyl pelargonamide | N-Nonanoyl vanillylamide | N-Vanillylnonamide | N-Vanillylpelargonamide | Nonivamide | Pelargonyl vanillylamide | Pseudocapsaicin | Vanillyl-N-nonylamide,Nonivamide,,
DB11325,Soy sterol,"Glycine max seed sterol | Glycine soja (soybean) sterols | Refined soy sterol | Soya sterol | Soybean sterol | Soysterol | Steroids, soya hydroxy | Sterol",Soy sterol,,
DB11326,Boric acid,ácido bórico | boracic acid | Boric acid | hydrogen borate | orthoboric acid,Boric acid,,
DB11327,Dipyrithione,Bispyrithione | Dipiritiona | Dipyrithione | Dipyrithionum | Omadine disulfide | OMDS | Pyrithione disulfide | Pyrithione disulphide,Dipyrithione,,
DB11328,Tetradecyl hydrogen sulfate (ester),7-Ethyl-2-methyl-4-undecanol sulfate | Tetradecyl hydrogen sulfate,Tetradecyl hydrogen sulfate (ester),,
DB11329,C11-12 isoparaffin,Isopar H fluid,C11-12 isoparaffin,,
DB11330,Factor IX Complex (Human),"4F-PCC | APCC | Coagulation factor IX complex human | Coagulation factor IX, II, VII and X in combination | Factor IX Complex | Factor IX Complex (Human) | Factor IX complex human | Factor IX complex,human | Factor IX Fraction | PCC | Plasma Concentrate Factor IX | Prothrombin complex concentrate | Prothrombin complex concentrate (human)",Factor IX Complex (Human),,
DB11331,1-Palmitoyl-2-oleoyl-sn-glycero-3-(phospho-rac-(1-glycerol)),1-Palmitoyl-2-oleoyl-sn-glycero-3-(phospho-rac-(1-glycerol)) | 1-Palmitoyl-2-oleoyl-sn-glycero-3-phosphatidylglycerol | 1-palmitoyl-2-oleoyl-sn-glycero-3-phosphoglycerol | l-Alpha-1-palmitoyl-2-oleoylglycerophosphoglycerol | Palmitoyloleoyl-phosphatidylglycerol | PG(16:0/18:1(9Z)) | PG(16:0/18:1) | POPG,1-Palmitoyl-2-oleoyl-sn-glycero-3-(phospho-rac-(1-glycerol)),,
DB11332,Sinapultide,Sinapultida | Sinapultide | Sinapultidum,Sinapultide,,
DB11333,Poloxamer 188,Pluronic F68 | Poloxamer-188 | Vepoloxamer,Poloxamer 188,,
DB11335,Ascorbyl glucoside,AA-2G | AA2G | Ascorbic acid 2-O-glucoside,Ascorbyl glucoside,,
DB11336,Kinetin,,Kinetin,,
DB11337,Zeatin,(E)-2-methyl-4-(1H-purin-6-ylamino)-2-buten-1-ol | (E)-2-methyl-4-(1H-purin-6-ylamino)but-2-en-1-ol | (E)-2-methyl-4-(purin-6-ylamino)-2-buten-1-ol | (E)-zeatin | N6-(4-Hydroxyisopentenyl)adenine | trans-Zeatin,Zeatin,,
DB11338,Clove oil,Caryophylii floris aetheroleum | Caryophyllus aromaticus bud oil | Clove bud oil | Clove volatile oil | Ding xiang bud oil | Eugenia aromatica bud oil | Eugenia caryophyllata bud oil | Eugenia caryophyllus (clove) bud oil | Eugenia caryophyllus (clove) flower oil | Nelken oel | Syzygium aromaticum bud oil | Syzygium aromaticum oil,Clove oil,,
DB11340,Ubiquinol,,Ubiquinol,,
DB11341,Ichthammol,Ammonium bituminosulfonate | Ammonium bituminosulphonate | Ammonium sulphoichthyolate | Ichthammol,Ichthammol,,
DB11342,Aluminum oxide,Aluminium oxide,Aluminum oxide,,
DB11343,Silanol,,Silanol,,
DB11344,(+)-menthol,"(+)-(1S,2R,5S)-menthol | (+)-(1S,3S,4R)-menthol | (1S,2R,5S)-(+)-menthol | (1S,2R,5S)-menthol | D-menthol",(+)-menthol,,
DB11345,(S)-camphor,"(−)-bornan-2-one | (−)-camphor | (1S,4S)-camphor | (1S)-(−)-camphor | l-camphor",(S)-camphor,,
DB11346,Rubidium,rubidio,Rubidium,,
DB11347,Bacillus subtilis,Bacillus subtilis whole | Vibrio subtilis whole,Bacillus subtilis,,
DB11348,Calcium Phosphate,"calcio fosfato | Calcium phosphates | Phosphoric acid, calcium salt",Calcium Phosphate,,
DB11349,Cetyl ethylhexanoate,Cetyl 2-ethylhexanoate | Hexadecyl 2-ethylhexanoate | Perceline oil,Cetyl ethylhexanoate,,
DB11350,Cocamidopropyl betaine,,Cocamidopropyl betaine,,
DB11352,Ascorbyl phosphate,,Ascorbyl phosphate,,
DB11355,Propolis wax,,Propolis wax,,
DB11356,Polyquaternium-10 (400 cps at 2%),,Polyquaternium-10 (400 cps at 2%),,
DB11357,Linseed oil,Flax oil | Flaxseed oil,Linseed oil,,
DB11358,Evening primrose oil,"Oenothera biennis (evening primrose) oil | Oenothera biennis (evening primrose) seed extract | Oenothera biennis l. oil | Oenothera biennis seed extract | Oenothera biennis seed oil | Oenothera lamarckiana l. oil | Oenothera muricata seed oil | Oenothera oil | Oenothera pycnocarpa seed oil | Oenotherae biennis oleum | Oils, glyceridic, evening primrose | Oleum oenotherae erythrospinae | Primrose oil",Evening primrose oil,,
DB11359,Guaiacol,1-hydroxy-2-methoxybenzene | 2-methoxyl-4-vinylphenol | 2-methoxyphenol | Guaiacol | o-guaiacol | o-hydroxyanisole | o-Methoxyphenol | Pyrocatechol monomethyl ether | Pyroguaiac acid,Guaiacol,,
DB11360,Lactobacillus plantarum,Lactobacillus arabinosus whole | Lactobacillus arizonensis whole | Lactobacillus plantarum whole,Lactobacillus plantarum,,
DB11361,Betula pendula tar oil,"Betula alba oil | Betula alba var. pendula tar oil | Betula pendula resin oil | Betula pendula tar volatile oil | Betula verrucosa tar oil | Birch tar oil | Birch tar oil, rectified | European white birch tar oil | Rectified birch tar oil | White birch oil",Betula pendula tar oil,,
DB11362,Selexipag,Selexipag,Selexipag,,
DB11364,Pidotimod,Pidotimod,Pidotimod,,
DB11365,Sennosides,Senna glycosides | Sennoside | Sennosides,Sennosides,,
DB11366,Roquinimex,Linomide | Roquinimex,Roquinimex,,
DB11367,Cefroxadine,Cefroxadine | cefroxadino,Cefroxadine,,
DB11368,Chlorophetanol,2-(4-Chlorophenoxy)ethanol | 2-(4-chlorphenoxy)-ethanol | 2-(p-Chlorophenoxy)ethanol | p-Chlorophenyl glycol ether | p-Chlorophenyl monoglycol ether,Chlorophetanol,,
DB11369,Afoxolaner,Afoxolaner,Afoxolaner,,
DB11371,Alfaxalone,Alfaxalone,Alfaxalone,,
DB11372,Altrenogest,"17-alpha-Allyl-estratriene-4,9,11,17-beta-ol-3-one | Allyl trenbolone | Allyltrenbolone | Altrenogest | Altrenogestum",Altrenogest,,
DB11373,Amitraz,"1,5-di(2,4-dimethylphenyl)-3-methyl-1,3,5-triazapenta-1,4-diene | Amitraz | Amitraze | Amitrazum | N,N'-(methyliminodimethylidyne)bis-2,4-xylidine",Amitraz,,
DB11374,Amprolium,1-((4-amino-2-Propyl-5-pyrimidinyl)methyl)-2-picolinium chloride | Amprolio | Amprolium,Amprolium,,
DB11375,Avilamycin,Avilamycin | Avilamycina | Avilamycine | Avilamycinum,Avilamycin,,
DB11376,Azaperone,1-(3-(4-Fluorobenzoyl)propyl)-4-(2-pyridyl)piperazine | 1-(4-Fluorophenyl)-4-[4-(2-pyridinyl)-1-piperazinyl]-1-butanone | 4'-Fluoro-4-(4-(2-pyridyl)-1-piperazinyl)butyrophenone | Azaperon | Azaperona | Azaperone | Azaperonum,Azaperone,,
DB11377,Bambermycins,Bambermicina | Bambermycin | Bambermycine | Bambermycins | Bambermycinum | Flavofosfolipol | Moenomycin | Moenomycin A,Bambermycins,,
DB11378,Buquinolate,Buquinolate | Buquinolato | Buquinolatum,Buquinolate,,
DB11379,Butonate,Butonate | Butonato | Butonatum,Butonate,,
DB11380,Cambendazole,Cambendazol | Cambendazole | Cambendazolum,Cambendazole,,
DB11382,Carbarsone,Carbarson | Carbarsone | Carbarsonum | Pentarsone | Phenarsone,Carbarsone,,
DB11383,Carbomycin,Carbomicina | Carbomycin | Carbomycin A | Carbomycine | Carbomycinum | Magnamycin | Magnamycin A,Carbomycin,,
DB11385,Cefalonium,Cefalonio | Cefalonium | Cephalonium,Cefalonium,,
DB11386,Chlorobutanol,Chloretone | Chlorobutanol,Chlorobutanol,,
DB11387,Chloroform,"1,1,1-trichloromethane | CHCl3 | Chloroforme | chloroformium pro narcosi | Trichlormethan | Trichloromethane | trichlorométhane",Chloroform,,
DB11389,Clorsulon,Clorsulon,Clorsulon,,
DB11390,Coumaphos,"3-Chloro-4-methyl-7-coumarinyl diethyl phosphorothioate | 3-Chloro-4-methyl-7-hydroxycoumarin diethyl thiophosphoric acid ester | 3-Chloro-7-diethoxyphosphinothioyloxy-4-methylcoumarin | 3-Chloro-7-hydroxy-4-methyl-coumarin O,O-diethyl phosphorothioate | Coumafos | Coumaphos | O-(3-chloro-4-methyl-2-oxo-2H-chromen-7-yl) O,O-diethyl thiophosphate | O,O-Diethyl 3-chloro-4-methyl-7-umbelliferone thiophosphate | O,O-Diethyl O-(3-chloro-4-methyl-2-oxo-2H-1-benzopyran-7-yl)phosphorothioate | Phosphorothioic acid, O-(3-chloro-4-methyl-2-oxo-2H-1-benzopyran-7-yl) O,O-diethyl ester",Coumaphos,,
DB11392,Cythioate,,Cythioate,,
DB11393,Danofloxacin,Danofloxacin | Danofloxacine | Danofloxacino | Danofloxacinum,Danofloxacin,,
DB11394,Decoquinate,Decoquinate | Decoquinato | Decoquinatum,Decoquinate,,
DB11395,Deracoxib,Déracoxib | Deracoxib | Deracoxibum,Deracoxib,,
DB11396,Dichlorophen,"2,2'-Methylenebis(4-chlorophenol) | Dichlorophen | Dichlorophene | Dichlorophenum | Diclorofeno",Dichlorophen,,
DB11397,Dichlorvos,"2,2-Dichloroethenyl dimethyl phosphate | DDVP | Dichlorvos | Dimethyl 2,2-dichlorovinyl phosphate | Dimethyl-2,2-dichlorovinyl phosphate | Phosphoric acid, 2,2-dichloroethenyl dimethyl ester | Phosphoric acid, 2,2-dichlorovinyl dimethyl ester",Dichlorvos,,
DB11398,Diclazuril,Diclazuril | Diclazurilo | Diclazurilum,Diclazuril,,
DB11399,Dirlotapide,Dirlotapide,Dirlotapide,,
DB11400,Doramectin,Doramectin | Doramectina | Doramectine | Doramectinum,Doramectin,,
DB11401,Efrotomycin,Efrotomycin,Efrotomycin,,
DB11403,Emodepside,Emodepsida | émodepside | Emodepside | Emodepsidum,Emodepside,,
DB11404,Enrofloxacin,Enrofloxacin | Enrofloxacine | Enrofloxacino | Enrofloxacinum,Enrofloxacin,,
DB11405,Eprinomectin,Eprinomectin | Eprinomectina | éprinomectine | Eprinomectinum,Eprinomectin,,
DB11408,Famphur,"Famophos | O-[4-(dimethylsulfamoyl)phenyl] O,O-dimethyl thiophosphate | Phosphorothioic acid, O-(4-((dimethylamino)sulfonyl)phenyl) O,O-dimethyl ester",Famphur,,
DB11409,Febantel,Febantel | Febantelum,Febantel,,
DB11410,Fenbendazole,[5-(phenylthio)-1H-benzimidazol-2-yl]carbamic acid methyl ester | 2-(methoxycarbonylamino)-5-(phenylthio)benzimidazole | 5-(phenylthio)-2-benzimidazolecarbamic acid methyl ester | Fenbendazol | Fenbendazole | Fenbendazolum | Methyl [5-(phenylthio)-1H-benzimidazol-2-yl]carbamate | methyl 5-(phenylthio)-2-benzimidazolecarbamate,Fenbendazole,,
DB11411,Fenprostalene,Fenprostalene,Fenprostalene,,
DB11412,Fenthion,"4-methylmercapto-3-Methylphenyl dimethyl thiophosphate | Mercaptophos | MPP | O,O-Dimethyl O-[3-methyl-4-(methylsulfanyl)phenyl] thiophosphate | O,O-Dimethyl O-4-(methylmercapto)-3-methylphenyl phosphorothioate | O,O-Dimethyl O-4-methylthio-m-tolyl phosphorothioate | O,O-Dimethyl-O-4-(methylmercapto)-3-methylphenyl thiophosphate | Phosphorothioic acid, O,O-dimethyl O-(3-methyl-4-(methylthio)phenyl) ester",Fenthion,,
DB11413,Florfenicol,"(-)-Florfenicol | D-threo-2,2-Dichloro-N-(alpha-(fluoromethyl)-beta-hydroxy-p-(methylsulfonyl)phenethyl)acetamide | Florfenicol",Florfenicol,,
DB11414,Fluralaner,Fluralaner,Fluralaner,,
DB11416,Gamithromycin,Gamithromycin,Gamithromycin,,
DB11417,Gleptoferron,Gleptoferron | Gleptoferronum,Gleptoferron,,
DB11419,Haloxon,Haloxon | Haloxona | Haloxone | Haloxonum,Haloxon,,
DB11420,Squalane,Hexamethyltetracosane,Squalane,,
DB11421,Imidacloprid,(2E)-1-[(6-chloropyridin-3-yl)methyl]-N-nitroimidazolidin-2-imine | 1-((6-chloro-3-Pyridinyl)methyl)-N-nitro-2-imidazolidinimine | 1-((6-chloro-3-Pyridyl)methyl)-N-nitro-2-imidazolidinimine | IMD,Imidacloprid,,
DB11423,Lasalocid,Lasalocid,Lasalocid,,
DB11424,Lufenuron,"1-(2,5-dichloro-4-(1,1,2,3,3,3-hexafluoropropoxy)phenyl)-3-(2,6-difluorobenzoyl)urea | Fluphenacur | Lufenuron | Lufenurone | Lufenuronum | N-({[2,5-dichloro-4-(1,1,2,3,3,3-hexafluoropropoxy)phenyl]amino}carbonyl)-2,6-difluorobenzamide",Lufenuron,,
DB11425,Luprostiol,Luprostiol | Luprostiolum,Luprostiol,,
DB11426,Marbofloxacin,Marbofloxacin,Marbofloxacin,,
DB11427,Maropitant,Maropitant,Maropitant,,
DB11428,Medetomidine,"(±)-4-(α,2,3-trimethylbenzyl)imidazole | Medetomidina | Medetomidine | Medetomidinum",Medetomidine,,
DB11429,Mibolerone,"(7α,17β)-17-hydroxy-7,17-dimethylestr-4-en-3-one | 17-beta-Hydroxy-7-alpha,17-dimethylestr-4-en-3-one | 7α-17α-dimethyl-19-nortestosterone | Mibolerona | Mibolerone | Miboleronum",Mibolerone,,
DB11430,Monensin,Monensic acid | Monensin | Monensin A | Monensina | Monensinum,Monensin,,
DB11431,Moxidectin,Moxidectin | Moxidectina | Moxidectinum,Moxidectin,,
DB11432,Narasin,Narasin | Narasin A | Narasine | Narasino | Narasinum,Narasin,,
DB11433,Nequinate,Methyl benzoquate | Nequinate | Nequinato | Nequinatum,Nequinate,,
DB11434,Nicarbazin,Nicarbazin,Nicarbazin,,
DB11436,Nifurpirinol,Furpyrinol | Nifurpirinol | Nifurpirinolum,Nifurpirinol,,
DB11437,Nitarsone,(p-nitrophenyl)arsonic acid | 4-nitrobenzenearsonic acid | 4-nitrophenylarsonic acid | Nitarson | Nitarsone | Nitarsonum | p-nitrobenzenearsonic acid | p-nitrophenylarsonic acid,Nitarsone,,
DB11438,Nitenpyram,"(1E)-N-((6-chloro-3-pyridinyl)methyl)-N-ethyl-N'-methyl-2-nitro-1,1-ethenediamine | (E)-nitenpyram",Nitenpyram,,
DB11440,Norgestomet,Norgestomet,Norgestomet,,
DB11441,Oclacitinib,Oclacitinib,Oclacitinib,,
DB11442,Oleandomycin,Amimycin | Landomycin | Matromycin | Oleandomycin | Oleandomycine | Oleandomycinum | Romicil,Oleandomycin,,
DB11443,Orbifloxacin,Orbifloxacin,Orbifloxacin,,
DB11444,Orgotein,Ontosein | Orgotein | Ormetein | Palosein | Superoxide dismutase (bovine),Orgotein,,
DB11446,Oxfendazole,(5-(phenylsulfinyl)-1H-benzimidazol-2-yl)carbamic acid methyl ester | 5-(phenylsulfinyl)-2-benzimidazolecarbamic acid methyl ester | 5-phenylsulfinyl-2-carbomethoxyaminobenzimidazole | Fenbendazole S-oxide | Fenbendazole sulfoxide | Fenbendazole sulphoxide | OFDZ | Oxfendazole,Oxfendazole,,
